level_loop.thisRepN,level_loop.thisTrialN,level_loop.thisN,level_loop.thisIndex,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blokk_loop.thisRepN,blokk_loop.thisTrialN,blokk_loop.thisN,blokk_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,instr_instr.started,instr_instr.stopped,instr_tovabb.keys,instr_tovabb.rt,instr_tovabb.started,instr_tovabb.stopped,kezesseg_instr.started,kezesseg_instr.stopped,kezesseg_resp.keys,kezesseg_resp.rt,kezesseg_resp.started,kezesseg_resp.stopped,lvl_instr.started,lvl_instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,pract_inst_text.started,pract_inst_text.stopped,pract_inst_key.keys,pract_inst_key.rt,pract_inst_key.started,pract_inst_key.stopped,pract_stim_frakt.started,pract_stim_frakt.stopped,pract_resp.keys,pract_resp.rt,pract_resp.started,pract_resp.stopped,ISI.started,ISI.stopped,feladat_blokk,Fraktál,All_keys,All_RT,Answer_key,Answer RT,Response type,Correctness,repeat_pract_text.started,repeat_pract_text.stopped,repeat_practice_key.keys,repeat_practice_key.rt,repeat_practice_key.started,repeat_practice_key.stopped,szunet_text.started,szunet_text.stopped,szunet_key.keys,szunet_key.rt,szunet_key.started,szunet_key.stopped,stim_frakt.started,stim_frakt.stopped,key_resp.keys,key_resp.started,key_resp.stopped,trial_ISI.started,trial_ISI.stopped,key_resp.rt,blokk_szun_text.started,blokk_szun_text.stopped,blokk_szun_resp.keys,blokk_szun_resp.rt,blokk_szun_resp.started,blokk_szun_resp.stopped,text.started,text.stopped,end_keys.keys,end_keys.rt,end_keys.started,end_keys.stopped,Azonosító,Életkor (év),Nem,Domináns kéz,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.64704550000005,61.44701620000001,None,,59.64704550000005,59.34701670000004,0.01409012999999959,0.3140901299999996,nback_1_practice,H,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.24711430000002,65.047167,None,,63.24711430000002,62.94712080000005,0.014286830000003192,0.3142868300000032,nback_1_practice,D,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.84717690000002,68.64725490000001,None,,66.84717690000002,66.5471842,0.0140057299999512,0.3140057299999512,nback_1_practice,J,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.44725410000001,72.24735400000003,None,,70.44725410000001,70.14726870000004,0.013636929999961467,0.31363692999996146,nback_1_practice,Z,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.04741580000001,None,['u'],[0.9200589999999806],74.04741580000001,73.74733810000004,0.013943530000005921,0.3139435300000059,nback_1_practice,Z,['u'],[0.9200589999999806],u,0.9200589999999806,hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.31412180000001,77.11412440000004,None,,75.31412180000001,None,0.011990530000048238,0.3119905300000482,nback_1_practice,L,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.914153,80.71426050000002,None,,78.914153,78.61417740000002,0.01405453000000989,0.3140545300000099,nback_1_practice,Y,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51430100000005,84.3143488,None,,82.51430100000005,82.21427980000004,0.013566130000015164,0.31356613000001515,nback_1_practice,S,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.11435890000001,None,['u'],[0.6131780999999705],86.11435890000001,85.81435010000001,0.014035329999956048,0.31403532999995604,nback_1_practice,S,['u'],[0.6131780999999705],u,0.6131780999999705,hit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.06439940000001,88.86445840000005,None,,87.06439940000001,None,0.011580929999979617,0.3115809299999796,nback_1_practice,L,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.38119640000002,None,i,2.130318100000011,90.38119640000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,H,None,[],no_resp,None,correct rejection,1,,,,,,,92.56449260000005,None,['space'],[0.7469965000000229],92.56449260000005,None,93.63123390000004,95.43127530000004,None,93.63123390000004,None,0.011054830000034599,0.3110548300000346,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,P,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,97.2312996,99.0313481,None,97.2312996,96.93127660000005,0.01276593000000048,0.31276593000000047,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,Z,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,100.83139400000005,102.63144800000003,None,100.83139400000005,100.53139350000004,0.012989629999992758,0.31298962999999275,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,J,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,104.4315019,106.23152140000002,None,104.4315019,104.1314471,0.013710230000015144,0.31371023000001513,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,H,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,108.03156440000004,109.83167660000004,None,108.03156440000004,107.73159750000002,0.013834129999963807,0.3138341299999638,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,Q,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,111.63168970000004,113.43169110000002,None,111.63168970000004,111.33171050000004,0.013328929999943284,0.3133289299999433,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,D,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,115.23176570000004,117.03180980000002,None,115.23176570000004,114.93175440000005,0.013355429999990065,0.31335542999999005,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,J,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,118.8318036,120.63192400000003,None,118.8318036,118.53181850000004,0.013563930000032087,0.3135639300000321,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,J,['u'],[0.7516404000000421],u,0.7516404000000421,hit,1,,,,,,,,,,,,,122.43194930000004,None,['u'],122.43194930000004,122.13189740000001,0.013599230000011175,0.31359923000001116,[0.7516404000000421],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,L,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,123.51529210000001,125.31532910000004,None,123.51529210000001,None,0.011617929999999888,0.3116179299999999,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,Z,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,127.1154568,128.91545190000005,None,127.1154568,126.81539360000005,0.013456630000007408,0.3134566300000074,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,Z,['u'],[0.49207000000001244],u,0.49207000000001244,hit,1,,,,,,,,,,,,,130.71549510000006,None,['u'],130.71549510000006,130.41545030000003,0.013871129999984078,0.31387112999998407,[0.49207000000001244],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,Y,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,131.54883900000004,133.34888400000006,None,131.54883900000004,None,0.01094532999997,0.31094532999997,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,F,None,[],no_resp,None,correct rejection,1,,,,,,,,,,,,,135.14887290000001,136.9490101,None,135.14887290000001,134.84895040000004,0.013220030000013594,0.3132200300000136,,,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,J,['u'],[0.466536700000006],u,0.466536700000006,false alarm,0,,,,,,,,,,,,,138.74905410000002,None,['u'],138.74905410000002,138.4489992,0.013129529999957867,0.31312952999995786,[0.466536700000006],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,J,['u'],[0.5784671000000117],u,0.5784671000000117,hit,1,,,,,,,,,,,,,139.54907160000005,None,['u'],139.54907160000005,None,0.011731029999964449,0.31173102999996444,[0.5784671000000117],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,Y,['u'],[0.0605455999999549],u,0.0605455999999549,false alarm,0,,,,,,,,,,,,,140.4657194,None,['u'],140.4657194,None,0.01099133000002439,0.3109913300000244,[0.0605455999999549],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,P,['u'],[0.12580700000000888],u,0.12580700000000888,false alarm,0,,,,,,,,,,,,,140.86573950000002,None,['u'],140.86573950000002,None,0.01131262999996352,0.3113126299999635,[0.12580700000000888],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,H,['u'],[0.13909940000002052],u,0.13909940000002052,false alarm,0,,,,,,,,,,,,,141.33242710000002,None,['u'],141.33242710000002,None,0.011469329999954425,0.3114693299999544,[0.13909940000002052],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,J,['u'],[0.1277425999999764],u,0.1277425999999764,false alarm,0,,,,,,,,,,,,,141.81572040000003,None,['u'],141.81572040000003,None,0.01132642999999689,0.3113264299999969,[0.1277425999999764],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,J,['u'],[0.12507180000000062],u,0.12507180000000062,hit,1,,,,,,,,,,,,,142.2823894,None,['u'],142.2823894,None,0.011015829999962534,0.3110158299999625,[0.12507180000000062],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,P,['u'],[0.13040770000003477],u,0.13040770000003477,false alarm,0,,,,,,,,,,,,,142.7490692,None,['u'],142.7490692,None,0.010826829999984966,0.31082682999998495,[0.13040770000003477],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,D,['u'],[0.03972429999998894],u,0.03972429999998894,false alarm,0,,,,,,,,,,,,,143.21582180000001,None,['u'],143.21582180000001,None,0.011183230000028743,0.31118323000002873,[0.03972429999998894],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,S,['u'],[0.008248500000036074],u,0.008248500000036074,false alarm,0,,,,,,,,,,,,,143.5991401,None,['u'],143.5991401,None,0.011496729999976196,0.3114967299999762,[0.008248500000036074],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,P,['u'],[0.15439269999995986],u,0.15439269999995986,false alarm,0,,,,,,,,,,,,,143.94913960000002,None,['u'],143.94913960000002,None,0.011458129999937228,0.3114581299999372,[0.15439269999995986],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,D,['u'],[0.15041840000003504],u,0.15041840000003504,false alarm,0,,,,,,,,,,,,,144.44920160000004,None,['u'],144.44920160000004,None,0.01139903000000686,0.31139903000000685,[0.15041840000003504],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,Y,['u'],[0.002980199999967681],u,0.002980199999967681,false alarm,0,,,,,,,,,,,,,144.93253150000004,None,['u'],144.93253150000004,None,0.01097383000001173,0.3109738300000117,[0.002980199999967681],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,F,['u'],[0.02965119999998933],u,0.02965119999998933,false alarm,0,,,,,,,,,,,,,145.2658316,None,['u'],145.2658316,None,0.011228229999971973,0.31122822999997196,[0.02965119999998933],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,F,['u'],[0.006981399999972382],u,0.006981399999972382,hit,1,,,,,,,,,,,,,145.63255070000002,None,['u'],145.63255070000002,None,0.011642229999949905,0.3116422299999499,[0.006981399999972382],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,H,['u'],[0.1690996000000382],u,0.1690996000000382,false alarm,0,,,,,,,,,,,,,145.98245350000002,None,['u'],145.98245350000002,None,0.01077072999999018,0.31077072999999017,[0.1690996000000382],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
0,0,0,0,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback_1_blokk1,S,['u'],[0.012209299999994982],u,0.012209299999994982,false alarm,0,,,,,,,,,,,,,146.49919800000004,None,['u'],146.49919800000004,None,0.01164432999996734,0.31164432999996733,[0.012209299999994982],,,,,,,,,,,,,alexproba_nobuttn,24,férfi,jobb,2021_Mar_10_1224,nback_task_v1,2021.1.2,60.0007800101518,
